Part,Sentence,ann1,ann2,ann3
SentiAnno1 ,"Es wird ohne Debatten acceptirt, „die Kalamität sei zwar schwer, aber durch die gewisenlose Speculation und die mißfauenschürende Presse genäht und auf die gegenwärtige Höhe rächt“, und vor Allem wird der jüdischen Finanzwelt, welche zu Tode froh wäre, wenn die Curfe stiegen, und sie der heute als morgen siezen ließe, wenn sie könnte, daß allen derselben in die Schule geschoben. In ähnlicher Weise sind die Diagnosen aller übrigen Verhältnisse fertig und zur Stand.",negative,negative,mixed
SentiAnno1 ,"Dieses Wort ist die Pointe folgender Anekdote: Zwei polnische Juden, völlig arm, konnten sich in dem Heimatsorte nicht mehr ernähren.",neutral,neutral,negative
SentiAnno1 ,— In dem Städtchen stellten sich die zwei Juden als Rabbi und Cantor vor.,neutral,neutral,neutral
SentiAnno1 ,"Der Anreger war Rabbi, sein Begleiter Cantor, und da es dem Städtchen eben an den bezeichneten Würdenträgern fehlte, wurden die Candidaten mit Vergnügen angenommen.",positive,neutral,positive
SentiAnno1 ,"Alles eilte zum Rabbi — in Galizien stehendie Rabbiner im Gerüche, Wunder vollbringen zu können — und bat ihn, er möge helfen.",neutral,negative,neutral
SentiAnno1 ,"Der Rabbi eilte, trat an den Gefallenen heran, betete und murmelte, und ein Jubelruf ertönte im Hause.",positive,neutral,positive
SentiAnno1 ,"Der Rabbi wendete sich hierauf an die versammelte Menge und sprachsalbungsvoll: „Leben wird er, singen aber wird er niemehr!",mixed,neutral,negative
SentiAnno1 ,"Moses Hirsch L. lebte bis vor wenigen Jahren in einer kleinen Judengemeinde Mährens, zählte dort nicht blos zu den Honoratioren, sondern bekleidete zwei der wichtigsten Ehrenämter in der Cultusgemeinde, er war nämlich Synagogen=Vorsteher und Präses der dortigen Leichenbestattungs=Bruderschaft, und galt allgemein als ein strengreligiöser Mann.",neutral,positive,neutral
SentiAnno1 ,"Die meisten Stimmen (1.103) haben natürlich die Farblosen, für welche alle Parteien stimmten; die wenigsten Stimmen erhielten diejenigen Kandidaten, welche durch ihr Auftreten in der Judenfrage die Stimmen der israelitischen Wähler einbüßen mußten.",negative,neutral,neutral
SentiAnno1 ,Die von den hiesigen Israeliten vorgetractate waren von Henkershand verbrannt worden.,negative,negative,negative
SentiAnno1 ,"So wüthet sie bereits seit Wochen auf furchtbare Weise in Papa, wo zumeist die dort wohnenden Juden von ihr heimgesucht werden.",negative,negative,negative
SentiAnno1 ,"Wenn der Landesausschuß es nichtdulden will, daß in einer Stadt, welche unter 13,000 Einwohnern 15,000 Jsraeliten zählt, die Jsraeliten entsprechend im Gemeinderathe vertreten seien; wenn derselbe es ferner nicht duldet, daß Israeliten daselbst zum Bürgermeisteramte gelangen, so ist dies religiöse Intoleranz!",negative,negative,mixed
SentiAnno1 ,")Wir haben im heutigen Morgenblatt von einer neuenGräuelthat gegen einen Juden, welche die rumänischen Behörden in Galacz ungestraft geschehen ließen, berichtet, und vondem auffallenden Mangel an gutem Willen, den die Regie-rungS-Organe zeigen, um den gerechten Reclamationen derConfuln der Schutzmächte zu entsprechen.",negative,negative,negative
SentiAnno1 ,"Wie es scheint,liegt diesem Uebelwollm weit weniger jener fanatische, brutaleund blinde Haß gegen die Juden, als die Berechnung zuGrunde, die Regierung des Fürsten Karl noch gründlicherzu compromittircn, als dies bereits schon geschehen ist.",negative,negative,negative
SentiAnno1 ,"Man verpachtete die Ver-«hrungssteuer an die Juden, und es ist den armen Producenten wahrlich nicht übelzunehmen, wenn sie dieselben auf jede Art und Weisefoppen.",negative,negative,negative
SentiAnno1 ,"""Mir hat es durch das Herz gestochen, als der Jude sprach: „Dadurchbeweist der Staat seine Religion, daß er keine hat.""",negative,negative,negative
SentiAnno1 ,"Aufmerksame Beobachter desungarisch-jüdischen Volkslebens wollen sogar wahrgenommen haben,daß in letzterer Zeit auch der Wohlthätigkeitsfinn im Kreise der jüdischen Bevölkerung abgenommen habe, seitdem die neue Ordnung derDinge in Ungarn überhaupt erböhte Forderungen a» die Eteuerkrastdes ungarischen Staatsbürgers stellt.Doch, wie gesagt, derartige Bedenken finden derzeit noch in denCongreß keinen Eingang.",negative,negative,neutral
SentiAnno1 ,"Die Juden besitzen praktischen Sinn genug, umfür finanzielle Vortheile nicht blind zu sein: warum ist ihnen dies«Praktische Sinn mit dem Auftauchen und mehr noch mit dem JnS-lebentreten der Congreß-Jdee ganz abbanden gekommen?Es läßt sich wahrlich nicht bestreiken, daß der Congregationa-USmus unter allen Kirchenverfassungen die wenigsten Kosten verursacht.",negative,negative,negative
SentiAnno1 ,"Und wenn morgen einunbescholtener Mann ein Befähigungszeugniß zur Ertheilung des Religionsunterrichtes von dem seligen Rappaport in Prag oder vonDr, Geiger in Breslau oder von sonstigen jüdisch-theologischen Autoritäten bringt, ist dann ein auS Bankiers, Handelsleuten und einigenLiieraten zusammengesetztes Vorsteheramt im Stande, als „Oberbehörde"" über die Befähigung des Mannes zu entscheiden?Was sodann das Hebräische betrifft, so kann ich mich kurz fasten.Also im Jahre 1857, auf der Höhe der allgemeinen Reactions-Periode,wurde der systematische Religions unterricht alZ „wesentlicher Bestandtheil des Lehrstoffes"" von dem Wiener Cultusvorsland beseiligt und„ein Wechsel in der Methode"" vorgenommen, welcher „den Unterrichtjn der Bibel in der Ursprache zum Mittel- und Ausgangspunkte fürdie gesammte religiöse Belehrung machte"".",negative,mixed,neutral
SentiAnno1 ,"entsprechenden Fortschritt begrüßten"".Weil man setzt in unseren Gymnasien tüchtiger als srüher Laleinund Griechisch treibt, darum müssen auch unsere jüdischen Knabenmit noch einer dritten todten Sprache lange Jahre gequält werden,welche niemals zu den classischen gezählt wurde?",negative,negative,neutral
SentiAnno1 ,"„Gleich wie derLöwe ist ein reißent-es Thier, also sollt ihr wandeln in der Furcht desHerrn,"" sprach jener Prediger, Was aber das „grammatikalische Verständniß"" betrifft, auf das Herr A, pocht, so sollte man doch einmaldie Prachtexemplare unserer Religionsschule ausweisen, welche auchnur die regelmäßigen Zeitwörter der hebräischen Sprache durch alleTempora und in allen sieben Conjugations-Formen, nebst allen Kategorien der unregelmäßig» in ebenso vielen Formen und Zeiten undderen jeweilig geänderten Bedeutung kennen?",neutral,negative,neutral
SentiAnno1 ,"Wennnun ein anderer Cultusvorstand ebeusalls obligatorisch die Mahnungaus den „Sprüchen der Väter"" realisirte, schon die kleinsten Knabenzur Thora, die kleinen zur Mischna, die halbwüchsigen zum Talmudstudium nöthigen wollte, was würden die Herren thun, die jetzt alsWiener Cultusvorstände unseren Kindern ihre Sprachpensm auferlegen ?",negative,negative,mixed
SentiAnno1 ,"Will man die „bischöflichen"" Befugnisse des weltlichen jüdischen Cultusvorstandes bis zu dieser Spitzetreiben?Eben weil wir Opponenten eine solche Spaltung nicht wollenund sie doch kommen sehen, wenn der Sprachenzwang ferner bestehenwürde; weil wir die persönliche Glaubensfreiheit und die Selbstbestimmung der Eltern über den consession-Zen Unterricht ihrer Kinter,welche in der jüdischen Kirche grundsätzlich ist, als das Palladiumbetrachten, das wesentlich beitrug, den israelitischen Glauben durch alleZeiten zu erhalten.'",mixed,negative,neutral
SentiAnno1 ,"WaSwar der ewige Kehrreim des CzarS, wenn er von der baldigen Auflösung des „kranken Mannes"" sprach.",negative,neutral,neutral
SentiAnno1 ,"ES wird sogar von einer „Partei der böhmischen Judengesprochen, „welche gewiß die Differenz ausgleichen wird, dievo»einzelnen Juden zwischen der böhmischen Judenschaft und den»böhmischen Volke geschaffen wurde"".",negative,negative,negative
SentiAnno1 ,"In Smichow nnd Caro-linenthal wohnen auch einige czechisirte Juden, die ihrerseits alleKräfte anstrengten, Proselyten zu machen.",negative,negative,neutral
SentiAnno1 ,"„FeileFeder"" war das allergeringste und „zusammengeklaubtes, schma-rotzirendes Judenbnben-Gesindel"" war das stärkste Prädicat, dasman mir ob meiner Agitation gegen das den siebenbürgischenSachsen octroyirte Statut ertheilt hat, und heute hat der Ministerdes Innern das Statut factisch cassirt und die ossiciöse Verdächtigungder Sachsen für Verleumdung erklärt.",negative,negative,negative
SentiAnno1 ,"Wegen meiner Kritik derOperate des israelitischen Kongresses bin ich zehnfach in denBann gethan und hundertfach verflucht worden, und jetztschütteln alle jüdischen Parteien den Kopf über hieCongreßbeschlüsse.",negative,negative,negative
SentiAnno1 ,"/Während der jüngsten Assentirung so erzählt da» .Pest«»Journal""  wurde in dem mehr als 8000 Einwohner Zählende»Marktflecken Balmaz-Ujvaros im Nadudvarer Stuhlbezirke desSzabolcser ComitateS der Rabbinats-Berweser der dortigen 7« biH80 Familien zählenden Judengemeinde vom OrtSnotär Abrahan»SZabo angewiesen, die bisher von ihm geführte Matrikel abzugebeitund sich deren Weiterfahrung bei strenger Strafe zu enthalten.",negative,neutral,mixed
SentiAnno1 ,"Dieses „Mitglied der Deak-«Wärtei"" ist offenbar ein wohlbekannter Altconservativer, der in»Ler legten Delegation und ueuestens als Prvtector der jüdischen«Orthodoxen (Zsedenyi?",neutral,negative,neutral
SentiAnno1 ,"Laut heute hier eingelaufenen authentischen telegraphischen Berichten rottete sich gestern um 8 UhrAbends der Pöbel in Tekutsch (Hauptstadt des Districtes gleichenNamens) zusammen, überfiel und mißhandelte die dortigen jüdischen Einwohner — bestehend aus circa 36 Familien verwundete mehrere Personen, plünderte ihre Wohnungen und Ver-kaufslocale, demolirte die Synagoge und, wie es bei den aufgeklärten Rumänen gewöhnlicher Gebrauch, raubte und zerriß diedort vorgefundenen Thoras.",negative,negative,negative
SentiAnno1 ,"Die Ursache des Umschwunges ist weder Brotneid, nochreligiöser Fanatismus, sondern ganz einfach darin zu suche», daßdie Regierung indirect zu den Judenverfolgungen die Hand bietetund jede Missethat gegen Juden tolerirt.",negative,negative,negative
SentiAnno1 ,"Aber abgesehen davon, daß die anti-deutsche Partei trotzgegentheiliger Zusicherungen kein Vergessen dafür haben wird,daß der Jude bei den früheren Wahlen zu ihren Ungunsten entschieden hat, so müsse entscheidend und bestimmend für die Haltung der jüdischen Wähler der Umstand sein, daß die Verwirklichung der föderativen Bestrebungen die Interessen der Juden amärgsten bedrohen würde.",negative,negative,negative
SentiAnno1 ,Selbst derBesitz der Juden würde allen Grundsätzen des Mein und Deinlicher sein könnte.,negative,neutral,neutral
SentiAnno1 ,"Wenn die österreichische Regierung sich nun anschickt, eine israelitisch-theologischeLehranstalt ins Lebe« zu rufe», so betrachten wir dieses mehr alsdie Lösung einer Cultur-denn einer consessionellen Frage.",neutral,negative,neutral
SentiAnno1 ,"Wir müssen dies ans dem Grnnde hervorheben, weilzum Beispiel am Breslauer jüdischen Seminare classische Philologie gelehrt wird, was unter den angegebene» Verhältnissen nichtnothwendig und, je nachdem der Standort sei» wird, auch alsüberflüssig erscheint.",negative,negative,neutral
SentiAnno1 ,"Aber wir thun es nicht, denn in der„Neuen Welt"" wird nur harmlose Musik gemacht; in Hietzingselber aber, wo die reichen Juden wohnen, da flüstert's heutenoch so geisterhast wie ehemals, und auf jedem Baume inden Gärten, die dort prachtvolle Villen umgeben, sitzt lauerndein Gespenst nnd ächßt bänglich: „Hüt's eng!",negative,negative,mixed
SentiAnno1 ,"Die sie ermordet hatten, waren auch Juden, und !noch dazu fromme, denn sie „bentfchten"" den Leichnam und !sprachen Todtengebete über ihn.",negative,negative,negative
SentiAnno1 ,"Von Anderen schließlich Belehrung anzunehmen,wäre Hochverrath und so nebenbei auch eine Todsünde, da nurDeutsche, Juden und andere Heiden im Auftrage Beelzebubs daSThun der Polen beirren wolle».",negative,negative,negative
SentiAnno1 ,"Die Schule soll, so wurde den Bauern'gesagt, nunmehr durch den bevorstehenden heutigen Beschluß gänzlichden Lutheranern und Juden überliefert werden, kurz die Bauern wurden von ihren Geistlichen derart bearbeitet, daß sie schon vor der Versammlung sast alle in unzurechnungsfähigem Zustande waren.",negative,negative,mixed
SentiAnno1 ,"Deruralte Kunstgriff, dem Volkszorne die Juden als Beute hinzuwerfen, wird nicht lange ausreichen, ob auch die Leute desKanzlers die Semitenhetze inscenirt haben.",negative,negative,negative
SentiAnno1 ,Nach den Juden werden nochAndere darankommen.,negative,negative,negative
SentiAnno1 ,"Er aber sagt: Die Juden sind Freihändler, gebieten über die Finanzen und die Presse; _ sobaldsie ihren Widerstand gegen meine Wirthschaflspolitik aufgeben, werde ich die Semitenhetze niederschlagen.",negative,negative,mixed
SentiAnno1 ,"Die «ethischen Blätter beginnenbereits ihre Drohung gegen jüdische Geschäftsleute und Dienstgeber, welche ihre Dienstleuts nicht als Czechen in die BolkS-zühlungSlisten eintragen, auszuführen.",negative,negative,negative
SentiAnno1 ,DieRede deS Ersteren war nichts als ein Conglomerat von Schmähungen gegen die Juden und gegen Mommsen.,negative,negative,negative
SentiAnno1 ,"Henrici schloßseine Rede mit der Aufforderung, bei keinem Juden zu kaufenund keinen Juden oder Judengenossen zu wählen; Ausnahmsgesetze seien nöthig, kein Jude dürfe ein öffentliches Amt bekleiden,keiner in die Armee eintreten; die Geschäftsbücher jüdischer Kaufleute müßten unter Staatscontrole stehen.",negative,neutral,negative
SentiAnno1 ,"Die angenommene Resolution lief auf die Beschuldigung hinaus, daß die neulichenExcesse in den „NeichShallen"" durch Juden selbst provocirt wordenseien.",negative,negative,neutral
SentiAnno1 ,"Heute, die Notizen machten, wurden sofort als Juden denuncirt und mußten sich legitiuiiren.sNordbahn.)",negative,negative,negative
SentiAnno1 ,"Die Studenten, welche nicht die leiseste Absichteiner Demonstration hatten, zogen natürlich lachend weiter, undder Judenplatz war wieder gerettet.",positive,negative,mixed
SentiAnno1 ,"sich inhöchster Entrüstung über die Excesse gegen die Juden befinde;er habe geäußert, man glaube im zwölftm Jahrhundert zuleben, und habe von Jgnatiew energisch die Verhütungweiterer Ausbrüche der Pöbelwuth verlangt.",positive,negative,negative
SentiAnno1 ,"Ernstliche Unruhen sind überhaupt nur in B a l t a vorgekommen, woran die JudenSchuld tragen, welche anläßlich der Schmähungen derJuden durch ein christliches Kind dem Kampfe eine weitereAusdehnung gaben.",negative,negative,negative
SentiAnno1 ,"Die Behörden werden auch ferner energischeinschreiten, und möge die Presse, anstatt durch solcheGerüchte den Antagonismus zwischen Juden und Christenzu steigern, sn beruhigender Weise wirken.Sophia, 29.",positive,negative,mixed
SentiAnno1 ,"Eine dort stattgehabte Versammlung von Rabbinern aus den Städten Congreß-polenS hat sich für die A » S w a u d e r u n g nach Palästinaerklärt.Aus M 0 h i l e w hier angekommene Personen erzählen, daßunter den dortigen Edelleuten große Furcht herrsche; einzelnesind mit ihren Habseligkeiten geflüchtet, weil die Bauern öffentlichsagen, sie werden nach den Juden die Grundbesitzer, Pole» undDeutschen angreifen.",negative,neutral,negative
SentiAnno1 ,"Die Straßen wimmeln von flüchtenden Juden.Bozen, 30.April.",negative,negative,neutral
SentiAnno1 ,"Aehnlich wurden die Juden vomersten Kreuzzuge ab aus ihren Stammsitzen in» westlichenD-utschland gegen Osten gedrängt, ähnlich die spanischenJuden zur Auswanderung nach Holland und der Levantegenöthigt.Man mag darüber streiten, ob eS ganz und gar dieselben Ursachen sind, aus denen einst der Haß gegen dieAhnen erwachsen und heute der Haß gegen die Enkel, magdaran zweifeln, ob es derselbe Sturm ist, der nun sie von*) Siehe Nr.",negative,negative,negative
SentiAnno1 ,"Das Erschlagen ist eine lästige, odiose Arbeit, dienur Hunderte beseitigt und zudem nicht ganz ungefährlichist, denn ist einmal das Volk daran gewöhnt, so könnte csauch dann in dieser Thätigkeit fortfahren, wenn es mit denJuden fertig geworden — wie bequem ist dagegen das Aus-veisungSdecret aus der und jener Stadt, die Ausschließungvon dem und jenem Berufe!",negative,negative,negative
SentiAnno1 ,"Das ist keine temporäre „Judenhetze"" mehr, das ist eine planmäßige, mit allen Mitteln derGewalt durchgeführte, völlig zielbewußte Ausrottung undVerdrängung.",negative,negative,negative
SentiAnno1 ,"fragte Herr JosserandfWchtern.Gleich grausam und erbarmungslos, wie die Gräuel vonBalta und Hotzolow, sind auch die Ausweisungen der Judenaus Städten, wo sie seit Jahrzehnten gewohnt, ihre Ausschließung von den wichtigsten Berufen, denen sich dieGebildeten unter ihnen zugewendet, die Verdrängung vonden Universitäten, die Versagung von Haus und Acker.Die russische Regiernng spielt der gebildeten Welt anläßlichjener Gräuel eine Comödie vor, aber gleich empörend istdie Heuchelei, mit der sortwärend der „Schachergeist"" derJuden angeklagt und dabei gerade jener Theil der Judenschaft mit wahrhaft grauenhafter Consequcnz brotlos gemacht,vertrieben und zur Emigration genöthigt wird, welcher bereits seit Generationen dem Schacher den Röcken gekehrt,die angestammte Sprache, Tracht und Sitte abgelegt, sichdem russischen Volksthum assimilirt.",negative,negative,negative
SentiAnno1 ,"Endlichsind die Motive, welche die Regierung zu diesem Vorgehenbewogen, und zwar die wirklichen sowol wie die blos vorgeschützten, zu verzeichnen.Wir setzen zunächst die Chronik der Juden-Excesse fort.Der letzte Winter schien, bis in den Januar hinein, ruhigverlaufen zu sollen.",negative,neutral,neutral
SentiAnno1 ,"Die „Kazappen"" waren in ihre Heimat,die nördlichen Gouvernements, zurückgekehrt; die einheimischeBauernschaft benahm sich wol viel gereizter und feindseligerals sonst, doch verhielten sich die Juden um so nachgiebigerund vorsichtiger, und so blieb jeder ernstere Conflict vermieden, wenigstens in den Städten.",negative,mixed,mixed
SentiAnno1 ,"„Die Beamten haben diesmal nurgestraft, weil sie von den Juden bestochen waren,""ging die Rede in den Dörfern, „des Czars Willeist cs nicht, darum war auch die Strafe so gelind.""",negative,negative,negative
SentiAnno1 ,"Heutefand sich der Lemberger Rabbiner, Dr. Löwenstein, zu einerAudienz beim Minister des Aeußern, dem Grafen Kalnoky,ein; der Rabbiner schilderte die unglückliche Lage der Emigrirten,indem er erklärte, daß die private Wohlthätigkeit hier nicht ausreiche, und fügte hinzu, daß selbst eine staatliche Hilfsaction denwahren Zweck, den Oesterreich vor Augen haben muß, den Zweck,die Quelle aller dieser Uebel und immer neu drohenden Gefahrenzn verstopfen, nicht erreichen kann.",negative,neutral,mixed
SentiAnno1 ,"Aber aus diesem gesunden Sinn desungarischen Volkes dürfen wir keinen Talisman für jede Eventualität machen, vielmehr muß der durch unglückselige Hände ausDeutschland importirte Antisemitismus seines ständigen Vorwandesberaubt werden, indem die Tisza-Eszlarer Untersuchung möglichstbald ihrem Abschluffe zugeführt wird.Auch das ,,N eu e Pester Journal"" berührt den TiSza-Eszlarer Fall, indem eS schreibt:Es läßt sich über Ausschreitungen und Ercesse, die von halbgebildetem und ungebildetem Pöbel gegen die Juden in Ungarn gerichtet sind, nicht schreiben, ohne daß man genöthigt wäre, auch derleidigen Tisza-Eszlarer Affaire zu gedenken.",negative,negative,mixed
SentiAnno1 ,Der aus den von dort kommenden antisemitischen Berichten strömende Blutgeruch muß zuletzt berauschen und verthieren.,negative,negative,negative
SentiAnno1 ,"Aber ich weiß auch, daß die Juden diese ihre Machtnicht mißbrauchen, sondern sich den Interessen derStadt mit Uneigennützigkeit und Unparteilichkeit widmen.Ich würde daher wünschen, daß die Stimme und der Rathder Juden nicht auf den letzten Plan zurückgedrängt werden,wie überhaupt nur durch einheitliche Beziehungen zwischenallen Gemeinderäthen, welcher Religion sie immer angehörenmögen, eine volle Harmonie in der Gemeindevertretung zumHeile dieser Stadt zu erreichen möglich sein wird.",positive,mixed,mixed
SentiAnno1 ,"In einer der letzten Nummern der„Neuen Freien Presse"" reproduciren Sie unter dem Titel „Sittenpolizei im Ghetto"" eine dem hiesigen „Stanrbul"" entnommene Notiz,in der von einer Mißhandlung jüdischer Mädchen durch die hiesig«»Rabbiner die Rede ist, angeblich aus dem Grimde, weil sich dieseMädchen auf ihren Spaziergängen von christlichen Galans die Courmachen und bis zur Thür ihrer Häuser begleiten lassen.",negative,negative,negative
SentiAnno1 ,"Invielen Beziehungen gehe er zwar gleiche Wege wie Stöcker,aber auf dem Gebiete deS Antisemitismus gehe ihm Stöcker zuweit.",negative,neutral,neutral
SentiAnno1 ,"Ihm, dem Redner, scheine es gleich verwerflich, ob auf derBörse ein Jude oder ein Christ exceoire, ob ein Jude oder einChrist Wucher treibe, ob ein Jude oder ein Christ die Schwachenunterdrücke.",neutral,negative,mixed
SentiAnno1 ,"„Die religiösen Gefühle, rief Baumbach, „dürfen wir nicht berühren zu einer Zeit,wo die Schmach des Antisemitismus noch nicht von Deutschland genommen ist, wo der religiöse Haß noch in solcher Weise geschürt wird!",negative,neutral,mixed
SentiAnno1 ,"Da bisher die Ausweisung oder Rechtsbeschränkung sich«S das wirksamste Mittel gegen die Juden erwiesen, da ferner dieGesetzgebung sich gegen die Beschränkung der Emancipation gesträubthabe, so sei die Austreibung der Juden das Dogmaaller Antisemiten geworden.",negative,negative,negative
SentiAnno1 ,"Deröffentliche Ankläger fragt: Wurde durch die Emancipation derVolksstamm, die Race der Juden oder die Confessio» für gleichberechtigt erklärt?",neutral,neutral,neutral
SentiAnno1 ,"Wollte ich Ihnen die Leiden und Martern,welchen die Juden viele, viele Jahrhunderte hindurch in Europa ausgesetzt waren, schildern, so würden Sie begreifen, daß die schlechtenEigenschaften und Untugenden der Juden in Folge dieser Leiden entstanden sind und naturgemäß entstehen mußten.",negative,mixed,mixed
SentiAnno1 ,"Solange Ungarn auf den Namen eines freien und constitutionellenStaates Anspruch erheben will, wird man bei uns nicht sagen können, nicht sagen dürfen: „Hinaus mit den Juden!""",negative,negative,negative
SentiAnno1 ,"Verbrecher gibt es unter Juden so gut wieunter Christen, ja sogar, da letztere in der überwiegenden Anzahlsind, unter den Christen noch mehr.",negative,negative,neutral
SentiAnno1 ,"Der HerrAngeklagte hat seine College» vom Abgeordnetenhause beschuldigt, daß dieselben von Juden bestochen werden und daßunter ihnen blos fünfzig anständige Abgeordnetezu finden seien.",negative,negative,negative
SentiAnno1 ,"Dies charakterisirt die Auffassung des Herrn Jstoczynicht blos gegen Juden, sondern auch gegen anders Gesinnte.",negative,negative,negative
SentiAnno1 ,der die Emancipation der Juden perhorrescirt habe.,neutral,neutral,mixed
SentiAnno1 ,"Er detaillirte dieseErzählung jedoch nicht, da angeblich die meisten der Betheiligtet?schon todt seien und die Nemesis sie erreicht habe.Im weiteren Verlaufe seiner Rede bemerkte Jstoczy, di«Juden hätten ihn aus einer Zwangslage in die andere getrieben under habe den größten Tbeil seines Vermögens darauf verwende«müssen, um seine sociale Stellung zu behaupten.",negative,negative,negative
SentiAnno1 ,"Von allen persönlichen Momenten abgesehen, habe er sichspäter die Frage vorlegen mnjien: Wenn die Juden gegen ihn, denvermögenden Mann in socialer Position, so vorgeben, wie mögen siemit dem armen Volke umspringen, das dieser Attribute der Selbstständigkeit und Selbstvertheidigung entbehrt?",negative,neutral,negative
SentiAnno1 ,"Dank, Jude, daß dumich dies gelehrt!",negative,negative,positive
SentiAnno1 ,"Der Vertheidiger Friedman» sagt, daß man von den Jude»eine solche Dummheit nicht voraussetzen kann.",neutral,negative,neutral
SentiAnno1 ,"Es ist 'wahr, dieJuden haben Verstand, nur ist dies, wie ein deutscher Dichter sich -au-drückte, ein „Eintogsverstand"", der in fetnet Kurzsichtigkeit dieFolgen und Consequenzen der begangenen Handlungen nicht zu berechnen vermag, sondern vielmehr nur den augenblicklichen Nutze» :einer That ausschließlich vor Augen hat.Weilers wird behauptet, die Nachbarin Scharf's, ich glaube»Frau Batory heißt sie, hätte ganz gewiß irgend einen Lärmhören und etwas sehen müssen, wenn an jenem Tage in der Synagogeetwas geschehen wäre: auch hätten die verbrecherischen Juden sich:durch eine Wache davor geschützt, daß diese Frau nicht herüberkomme 'und ihre That entdecke.",negative,negative,mixed
SentiAnno1 ,"Weiter- sagte Vertheidiger Fried-mann, die Juden ließen keine Wache bei der Leiche zurück:da ist aber W o l l»e r, der vorgibt, krank gewesen undnachdem er vom Essen zurückgekommen, den ganzen, Nachmittagdraußen im Hofe gelegen zu sein.",neutral,neutral,neutral
SentiAnno1 ,"Denn wenn jene wäre, wie sie sein sollte,, dan« würde essonnenklar «keilen, daß Frau Solymosi nicht aus eigenem Antriebe, ;sondern auf Zureden der Juden sich auf den Weg zu jener Wahrsagerin machte, und so entvuvpt sich auch die§ nicht als Folge desAberglaubens der schwergeprüften Frau, sondern als Folge jenerzahlreichen Versuche der Juden, die sie zur Bemäntelung und Vertuschung des Anbrechen» unternommen haben.",negative,negative,negative
SentiAnno1 ,"Statt über hoheSteuern, Deficit, steigende Staatsschuld, ungeregelte Valuta,Slavisirung und Reaction schimpfn, die Leute über dieJuden.",negative,negative,negative
SentiAnno1 ,"Auf die Jndenplündcrungfolgte dann der Gesetzvorschlag über die Ehe zwischen Christenund Juden, wie der Krieg der Römer und Sabiner mitdem Frieden endete, den die Sabincrinnen vermittelten.Krawalle in Pest, Preßburg, Prag, Brände in Wien, Erdbeben von Agram bis Lissabon, von Tscheöme und Chios,Cholera am Nil, Verwüstung Ischias, vulcanische Ansbrüchein Java — als wäre es mit der Erde nicht richi ig und mit derMenschheit auch.Ueber Frankreich schwebt die Peitsche der Revanchelust,aber die Ergänzung der Equipage, die WiedergewinnungElsaß-Lothringens, bleibt ausständig, obwol Frankreich jedenVorgang in der Welt, zum Beispiel die Slavisirung Oesterreichs, nur von diesem Standpunkte betrachtet.",negative,negative,negative
SentiAnno1 ,"Es liegt auf der Hand, daß für ein solches ungeheuresAufgebot der Gesetzentwurf über die Ehen zwischen Christenund Juden ein viel zu geringer Kampfprcis ist.",negative,negative,negative
SentiAnno1 ,Heute sei schon alle Welt in Ungarn bezüglich der Judenfrage auf dem gvi viv«.,neutral,neutral,neutral
SentiAnno1 ,"Wenn die Judenfrage gelöst werdensoll, sei vor Allem eine Reform der Opposition an Haupt und Gliedernerforderlich; nur weil die Opposition in der Judenfrage ibre Pflichtversäumte, war es möglich, daß die Regierung bier im Hause ihreJndcnvorlage durchbrachte.",negative,negative,negative
SentiAnno1 ,"Die neuen Verhältnisse erfordern neueMänner, die uns von der größten Gefahr des Landes, von denJuden, befreien.",negative,negative,negative
SentiAnno1 ,"Die Verbitterung der Judenfrage ist eineFolge der schlechten wirtbschaftlichen Zustände des Staates und seinerstaatlichen Inferiorität (Zustimmung auf der äußersten Linken); sieist ferner eine Folge jenes Umstandes, daß die Nation genöthigt ist,jene Factoren zu entbehren, ohne welche eine Nation überhaupt nichtzu extstiren vermag.",negative,negative,negative
SentiAnno1 ,"Und die erste Bedingung zur Verhinderung dessen, daß bie Judenfrage sich acuter gestalte, erblicke ichdemnach darin, daß die staatliche und wirthschastliche Unabhängigkeit Ungarns zur Geltung gebracht werde.",negative,neutral,neutral
SentiAnno1 ,"wie sich auch in diesem Vaterland«jüdische Stimmen erheben, welche betheuern, daß sie nichtungarische Juden, sondern jüdische Ungarn sind, so muß ich fragen«was hält sie davon zurück, in so schweren Tagen, wo di« Gemütherso tief erregt sind, hervorzutreten und Ordnung zu machen, wie die«jede Confession des Landes seinerzeit gethan?",negative,negative,negative
SentiAnno1 ,Woher nun dasZögern der Judenschaft in dieser Richtung ?,negative,neutral,neutral
